名前,ふりがな,アドレス,性別,年齢,誕生日,婚姻,血液型,都道府県,電話番号,携帯,キャリア,カレーの食べ方
矢島 美菜,やじま みな,yajima_mina@example.com,女,56,1961/12/21,既婚,AB型,新潟県,054-902-2814,090- 267- 892,ドコモ,右ルー・せき止め派
河内 景子,かわうち けいこ,kawauchi_keiko@example.com,女,80,1938/10/26,既婚,B型,神奈川県,012-842- 132,080-4231-6829,ドコモ,左ルー・別口派
江川 拓郎,えがわ たくろう,egawa_takurou@example.com,男,66,1952/6/27,既婚,B型,福島県,048- 93-4616,090-8910-8141,au,ぶっかけ・ルー攻め派
原 サダヲ,はら さだお,hara_sadawo@example.com,男,73,1944/12/12,既婚,A型,東京都,045-454-6382,090- 933- 875,ドコモ,右ルー・せき止め派
大和田 直人,おおわだ なおと,oowada_naoto@example.com,男,50,1968/8/24,既婚,O型,千葉県,077-410-9259,080-5208-1966,ドコモ,奥ルー・せき止め派
熊谷 丈雄,くまがや たけお,kumagaya_takeo@example.com,男,28,1989/12/3,既婚,O型,埼玉県,0 2-146-7605,090- 385-7515,ドコモ,右ルー・せき止め派
平 佳乃,たいら よしの,taira_yoshino@example.com,女,49,1969/7/31,未婚,B型,東京都,066-103-5818,080-9207-5177,au,ぶっかけ・せき止め派
寺沢 愛菜,てらさわ あいな,terasawa_aina@example.com,女,58,1960/1/12,既婚,A型,高知県,011-514-1512,080-6007-5663,au,ぶっかけ・せき止め派
島袋 豊,しまぶくろ ゆたか,shimabukuro_yutaka@example.com,男,36,1982/2/17,未婚,O型,神奈川県,020-215-1724,080-8994- 488,ドコモ,左ルー・混ぜ混ぜ派
尾崎 光博,おざき みつひろ,ozaki_mitsuhiro@example.com,男,72,1946/2/15,既婚,O型,茨城県,024-879-1634,090-4442-4523,ドコモ,左ルー・ルー攻め派
松木 恵子,まつき けいこ,matsuki_keiko@example.com,女,21,1996/12/17,未婚,A型,三重県,032-133- 215,080-6061-1867,ドコモ,別盛り・せき止め派
岡島 千佳子,おかじま ちかこ,okajima_chikako@example.com,女,36,1982/6/26,既婚,B型,兵庫県,0 8-361-8967,090-5297- 131,ドコモ,別盛り・せき止め派
少路 淳子,しょうじ あつこ,shouji_atsuko@example.com,女,25,1993/1/28,未婚,A型,山形県,084-348-1156,080-5839-8387,ドコモ,右ルー・ルー攻め派
坂本 勝久,さかもと かつひさ,sakamoto_katsuhisa@example.com,男,67,1950/12/22,既婚,A型,長野県,039-775-5121,090-9126-6381,ソフトバンク,ぶっかけ・ナン派
浅井 未來,あさい みらい,asai_mirai@example.com,女,56,1962/8/4,既婚,O型,秋田県,070-720-1239,090-2439-7541,ソフトバンク,ぶっかけ・ナン派
田代 寿々花,たしろ すずか,tashiro_suzuka@example.com,女,71,1947/1/7,既婚,B型,北海道,042-204-5475,090-1239-4805,ソフトバンク,左ルー・せき止め派
阿久津 竜也,あくつ たつや,akutsu_tatsuya@example.com,男,56,1962/8/13,既婚,A型,宮崎県,058-870-6385,090- 630-7248,ドコモ,別盛り・せき止め派
城咲 有起哉,しろさき ゆきや,shirosaki_yukiya@example.com,男,63,1955/1/10,既婚,O型,千葉県,031-698-9068,080-7104-1977,ドコモ,奥ルー・ルー攻め派
石原 礼子,いしはら れいこ,ishihara_reiko@example.com,女,56,1962/8/9,未婚,O型,高知県,022-906- 175,090-3166-3929,au,ぶっかけ・混ぜ混ぜ派
彼方 あさみ,かなた あさみ,kanata_asami@example.com,女,35,1983/3/23,既婚,B型,東京都,062-120-8188,080-8163-2856,ドコモ,右ルー・混ぜ混ぜ派
吉岡 友以乃,よしおか ゆいの,yoshioka_yuino@example.com,女,33,1985/4/22,既婚,A型,福岡県,055-451-6764,080-5834-9176,ドコモ,ぶっかけ・せき止め派
伊藤 寿明,いとう としあき,itou_toshiaki@example.com,男,40,1978/3/11,未婚,B型,京都府,044-496-7212,090-6455-2662,ドコモ,奥ルー・ルー攻め派
今井 隼士,いまい しゅんじ,imai_shunji@example.com,男,71,1946/12/3,既婚,A型,奈良県,088- 52- 417,090-9559-8244,ドコモ,左ルー・混ぜ混ぜ派
北条 ひとり,ほうじょう ひとり,houjou_hitori@example.com,男,40,1978/10/2,未婚,O型,福岡県,079-312- 808,080-2661-1360,au,左ルー・混ぜ混ぜ派
小室 徹,こむろ とおる,komuro_tohru@example.com,男,73,1944/12/24,既婚,B型,東京都,063-325-2699,080-5272-6232,ドコモ,ぶっかけ・ルー攻め派
岩本 聡,いわもと さとし,iwamoto_satoshi@example.com,男,28,1990/8/25,既婚,AB型,熊本県,039- 63-8884,080-8286-5502,ソフトバンク,ぶっかけ・混ぜ混ぜ派
長澤 千佳子,ながさわ ちかこ,nagasawa_chikako@example.com,女,42,1976/3/14,既婚,A型,栃木県,094-662-2850,090-8744-8816,ソフトバンク,右ルー・別口派
上杉 礼子,うえすぎ れいこ,uesugi_reiko@example.com,女,37,1980/11/29,既婚,A型,兵庫県,013-560-1436,080-2728-9059,ソフトバンク,左ルー・混ぜ混ぜ派
大崎 育二,おおさき いくじ,oosaki_ikuji@example.com,男,59,1959/4/29,既婚,O型,愛知県,035-736-2599,090-4272-3948,au,奥ルー・混ぜ混ぜ派
森口 綾女,もりぐち あやめ,moriguchi_ayame@example.com,女,51,1967/3/30,既婚,O型,栃木県,088-552-9425,090-1467-6636,au,右ルー・せき止め派
永島 みき,ながしま みき,nagashima_miki@example.com,女,72,1946/10/16,既婚,AB型,岡山県,079-511-1515,080-3151-2949,ソフトバンク,ぶっかけ・せき止め派
青野 さんま,あおの さんま,aono_sanma@example.com,男,39,1978/12/12,未婚,O型,岐阜県,031-106-1042,080-9913-2819,ドコモ,左ルー・ルー攻め派
関口 美紀,せきぐち みき,sekiguchi_miki@example.com,女,79,1939/10/31,既婚,B型,東京都,033-851- 592,080-9612-6760,au,右ルー・せき止め派
武内 満,たけうち みつる,takeuchi_mitsuru@example.com,男,52,1966/7/3,既婚,A型,茨城県,025-542-9230,080-7835-8143,au,ぶっかけ・混ぜ混ぜ派
丸山 進,まるやま すすむ,maruyama_susumu@example.com,男,22,1996/2/14,未婚,B型,愛知県,043- 29-4424,080-5690-5188,ソフトバンク,左ルー・混ぜ混ぜ派
阿部 美月,あべ みづき,abe_miduki@example.com,女,31,1987/9/18,既婚,B型,広島県,054-616-1738,090-2510-7266,au,ぶっかけ・別口派
井田 優,いだ ゆう,ida_yuu@example.com,女,35,1983/1/29,既婚,B型,京都府,033-704-3549,090-3855-6932,ソフトバンク,右ルー・せき止め派
辻 妃里,つじ ゆり,tsuji_yuri@example.com,女,22,1995/11/19,未婚,A型,岐阜県,062-219- 499,080-2750-1197,ソフトバンク,ぶっかけ・混ぜ混ぜ派
島村 聡,しまむら さとし,shimamura_satoshi@example.com,男,33,1985/9/25,既婚,A型,大阪府,015-599-4769,090-5177- 118,ドコモ,右ルー・ルー攻め派
岩淵 基祐,いわぶち きすけ,iwabuchi_kisuke@example.com,男,79,1939/7/25,既婚,B型,東京都,041-916-8556,080-8632-4669,au,奥ルー・混ぜ混ぜ派
小松 聡,こまつ さとし,komatsu_satoshi@example.com,男,25,1992/11/22,未婚,AB型,神奈川県,072-719-4753,090-5614-4977,ドコモ,奥ルー・せき止め派
藤 かおり,ふじ かおり,fuji_kaori@example.com,女,31,1987/3/17,既婚,B型,大阪府,049-546-2367,080-   3-4781,ドコモ,右ルー・せき止め派
藤岡 ノブヒコ,ふじおか のぶひこ,fujioka_nobuhiko@example.com,男,37,1981/4/13,既婚,AB型,東京都,052-174-2957,080-2448-4844,ツーカー,別盛り・せき止め派
今井 克実,いまい かつみ,imai_katsumi@example.com,男,68,1950/3/6,既婚,B型,東京都,041-117-2737,080-6576-1816,au,右ルー・せき止め派
原 一恵,はら かづえ,hara_kadue@example.com,女,40,1978/1/28,既婚,A型,大分県,097- 46-4243,080-7802- 795,ドコモ,ぶっかけ・混ぜ混ぜ派
白石 那奈,しらいし なな,shiraishi_nana@example.com,女,33,1985/8/16,未婚,A型,岡山県,059-369-7337,090-7007- 128,ドコモ,別盛り・別口派
堀口 亮,ほりぐち りょう,horiguchi_ryou@example.com,男,64,1953/12/5,既婚,O型,徳島県,025-451-8514,080-3258-1981,ソフトバンク,左ルー・せき止め派
宮下 ひとみ,みやした ひとみ,miyashita_hitomi@example.com,女,42,1976/6/18,既婚,B型,山口県,049-323-5228,090-8940-5889,ドコモ,左ルー・ナン派
伊集院 碧海,いじゅういん おうが,ijuuin_ouga@example.com,男,61,1957/9/15,既婚,A型,茨城県,012-805-6459,080-8754-6133,ドコモ,右ルー・ルー攻め派
岡村 美紀,おかむら みき,okamura_miki@example.com,女,39,1979/9/5,既婚,O型,千葉県,044-532-3863,090-9388-1495,au,左ルー・ルー攻め派
曽我 ヒカル,そが ひかる,soga_hikaru@example.com,女,20,1998/4/30,未婚,O型,愛知県,066-991-3357,080- 218-8645,ドコモ,手前ルー・ナン派
高原 惇,たかはら じゅん,takahara_jun@example.com,男,54,1964/9/26,未婚,A型,和歌山県,042-571-5772,090-3929-4373,ドコモ,右ルー・混ぜ混ぜ派
片瀬 美優,かたせ みゅう,katase_myuu@example.com,女,70,1948/10/2,既婚,AB型,神奈川県,087-175-6379,090-9409-1653,au,左ルー・ルー攻め派
牧野 賢治,まきの けんじ,makino_kenji@example.com,男,51,1967/3/1,既婚,B型,福島県,046-948-5092,080-2873-8843,ソフトバンク,ぶっかけ・混ぜ混ぜ派
町田 杏,まちだ あん,machida_ann@example.com,女,44,1974/3/25,既婚,A型,新潟県,051-774-8305,090-3320-1659,au,手前ルー・せき止め派
吉川 文世,よしかわ ふみよ,yoshikawa_fumiyo@example.com,女,65,1953/5/5,既婚,A型,愛知県,080-369-1246,090-6412-3585,ドコモ,右ルー・せき止め派
沢尻 誠治,さわじり せいじ,sawajiri_seiji@example.com,男,43,1975/3/24,既婚,A型,熊本県,071-431-7799,080-2600-5236,ドコモ,ぶっかけ・ルー攻め派
水野 真帆,みずの まほ,mizuno_maho@example.com,女,52,1966/1/28,既婚,A型,長野県,043-155-2810,090-2203-5517,ドコモ,ぶっかけ・別口派
北山 晋也,きたやま しんや,kitayama_shinya@example.com,男,75,1943/7/14,既婚,A型,熊本県,025-123-3503,080- 672-4812,ドコモ,右ルー・混ぜ混ぜ派
後藤 徹,ごとう とおる,gotou_tooru@example.com,男,43,1975/10/12,既婚,O型,徳島県,013-333- 540,090-6479-4014,au,別盛り・ルー攻め派
川端 聡,かわばた さとし,kawabata_satoshi@example.com,男,76,1942/2/2,既婚,A型,愛知県,062-748-6503,090-6287-2509,ドコモ,奥ルー・ルー攻め派
土井 育二,どい いくじ,doi_ikuji@example.com,男,54,1964/6/26,既婚,AB型,岩手県,019-995-8536,090-  81-6885,ドコモ,左ルー・せき止め派
小松 豊,こまつ ゆたか,komatsu_yutaka@example.com,男,46,1972/11/1,既婚,A型,山口県,0 7- 61- 255,090-6340-3311,ドコモ,手前ルー・ルー攻め派
坂田 剛基,さかた よしき,sakata_yoshiki@example.com,男,58,1960/2/8,既婚,A型,埼玉県,051- 22-6847,080- 457-7358,ドコモ,右ルー・ナン派
藤井 一代,ふじい かずよ,fujii_kazuyo@example.com,女,78,1940/4/7,既婚,B型,東京都,021- 40-6671,080- 809-9235,ドコモ,左ルー・混ぜ混ぜ派
吉川 一樹,よしかわ かずき,yoshikawa_kazuki@example.com,男,56,1961/12/23,既婚,A型,香川県,095-438-2876,090-5499-4906,au,左ルー・せき止め派
井沢 直人,いざわ なおと,izawa_naoto@example.com,男,42,1976/10/9,既婚,O型,広島県,098-456-7351,080-7076- 807,ドコモ,奥ルー・せき止め派
森島 宏,もりしま ひろし,morishima_hiroshi@example.com,男,66,1952/11/1,既婚,O型,埼玉県,023-149-9626,080-8950-2799,ドコモ,左ルー・せき止め派
小口 優,おぐち ゆう,oguchi_yuu@example.com,女,68,1950/5/10,既婚,AB型,宮城県,0 4- 27-8441,090-4505-7637,ソフトバンク,右ルー・せき止め派
竹内 真吾,たけうち しんご,takeuchi_shingo@example.com,男,49,1969/7/4,既婚,O型,埼玉県,059-396-6072,080-7529-9369,ドコモ,左ルー・せき止め派
瀬戸内 涼,せとうち りょう,setouchi_ryou@example.com,女,53,1965/8/25,既婚,A型,神奈川県,053-798-4152,090- 475-9961,ドコモ,左ルー・せき止め派
岩淵 恵梨香,いわぶち えりか,iwabuchi_erika@example.com,女,63,1955/1/19,既婚,A型,神奈川県,077-671-1310,080-5948-7988,ドコモ,左ルー・別口派
松井 美佐,まつい みさ,matsui_misa@example.com,女,27,1990/11/22,既婚,AB型,埼玉県,064-154-5787,080-2239-2324,au,ぶっかけ・せき止め派
宮沢 草太,みやざわ そうた,miyazawa_souta@example.com,男,35,1983/4/9,未婚,O型,熊本県,072- 55-1169,090-3531-2724,au,手前ルー・混ぜ混ぜ派
西村 昴,にしむら すばる,nishimura_subaru@example.com,男,21,1997/6/20,既婚,O型,宮城県,020-807-6673,090-2996-2301,ソフトバンク,左ルー・混ぜ混ぜ派
土屋 朝陽,つちや あさひ,tsuchiya_asahi@example.com,女,55,1962/12/23,既婚,A型,大阪府,045-741-  70,090-9462-1661,ドコモ,左ルー・混ぜ混ぜ派
塚田 亮介,つかだ りょうすけ,tsukada_ryousuke@example.com,男,71,1947/8/31,既婚,AB型,兵庫県,043- 23-7101,080-6386-4631,au,左ルー・せき止め派
杉浦 隼士,すぎうら しゅんじ,sugiura_shunji@example.com,男,71,1946/11/29,既婚,A型,愛知県,017-327-9388,080-6143- 425,ドコモ,ぶっかけ・ナン派
ともさか 杏,ともさか あん,tomosaka_ann@example.com,女,52,1966/3/8,既婚,B型,宮城県,019-886-1721,080-1322-2998,ドコモ,ぶっかけ・別口派
梅沢 恭子,うめざわ きょうこ,umezawa_kyouko@example.com,女,66,1951/12/4,既婚,B型,大阪府,052-450-2200,090-6440-9324,au,ぶっかけ・別口派
松尾 光,まつお ひかる,matsuo_hikaru@example.com,男,26,1992/8/26,未婚,O型,長崎県,034-684-1564,090-9805-8541,au,奥ルー・せき止め派
吉野 そら,よしの そら,yoshino_sora@example.com,女,43,1975/2/12,既婚,O型,静岡県,019-664- 615,080-1156-8926,ドコモ,右ルー・ルー攻め派
二宮 雄太,にのみや ゆうた,ninomiya_yuuta@example.com,男,50,1967/11/12,未婚,A型,富山県,074-658-9304,090-6822-1605,au,右ルー・ナン派
山崎 彩華,やまざき あやか,yamazaki_ayaka@example.com,女,33,1985/6/29,既婚,A型,宮城県,094-769-2037,090-6555-4641,au,左ルー・別口派
大林 えみ,おおばやし えみ,oobayashi_emi@example.com,女,24,1994/4/24,未婚,O型,佐賀県,045-892-5647,090-9550-4233,ソフトバンク,ぶっかけ・別口派
西井 照生,にしい てるお,nishii_teruo@example.com,男,50,1968/8/17,既婚,B型,富山県,079-492-  33,090-3896-5244,au,ぶっかけ・混ぜ混ぜ派
川辺 和之,かわべ かずゆき,kawabe_kazuyuki@example.com,男,53,1965/8/10,既婚,O型,神奈川県,088-588- 473,090-2260-8275,ドコモ,ぶっかけ・ルー攻め派
三村 光,みむら ひかる,mimura_hikaru@example.com,女,54,1964/8/17,既婚,B型,東京都,026-758-5541,090-1300-6895,ドコモ,左ルー・別口派
本橋 竜次,もとはし りゅうじ,motohashi_ryuuji@example.com,男,66,1952/8/31,既婚,O型,岩手県,023-265-9283,080-8964-2412,ドコモ,右ルー・ルー攻め派
氏家 まさみ,うじいえ まさみ,ujiie_masami@example.com,女,78,1940/2/24,既婚,A型,神奈川県,021-848-1843,090-8881-4451,ソフトバンク,手前ルー・せき止め派
横山 良介,よこやま りょうすけ,yokoyama_ryousuke@example.com,男,72,1946/1/16,既婚,AB型,愛知県,069-169-8238,090-7235-3401,ツーカー,ぶっかけ・ルー攻め派
緒形 怜奈,おがた れいな,ogata_reina@example.com,女,67,1951/8/9,既婚,O型,東京都,061-200-5651,090-6994-8043,ソフトバンク,奥ルー・せき止め派
難波 七世,なんば ななせ,nannba_nanase@example.com,女,55,1963/10/23,未婚,O型,佐賀県,068-933-6240,080-3933- 389,ソフトバンク,ぶっかけ・混ぜ混ぜ派
金子 めぐみ,かねこ めぐみ,kaneko_megumi@example.com,女,36,1981/12/26,既婚,B型,富山県,033-606-9000,090- 893-8773,ドコモ,ぶっかけ・混ぜ混ぜ派
宮坂 友也,みやさか ともや,miyasaka_tomoya@example.com,男,20,1997/11/15,未婚,AB型,大阪府,047-170-3956,080-3856-6167,ドコモ,ぶっかけ・ルー攻め派
榊原 郁恵,さかきばら いくえ,sakakibara_ikue@example.com,女,30,1988/4/8,既婚,A型,熊本県,0 6-468-4377,080-4720-1688,ドコモ,右ルー・混ぜ混ぜ派
野沢 美佐子,のざわ みさこ,nozawa_misako@example.com,女,29,1989/6/17,既婚,B型,神奈川県,0 6-793-9166,090-7239-9108,ドコモ,右ルー・混ぜ混ぜ派
丹羽 完爾,たんば かんじ,tannba_kanji@example.com,男,65,1952/11/25,既婚,O型,兵庫県,038-575-2382,090-2975-6064,ドコモ,右ルー・ルー攻め派
大森 杏,おおもり あん,oomori_ann@example.com,女,59,1959/2/18,既婚,A型,北海道,083-175-2736,090-4438-7590,ソフトバンク,奥ルー・ナン派
石田 進,いしだ すすむ,ishida_susumu@example.com,男,31,1987/5/25,未婚,B型,愛知県,077-896-2115,090-3798-4901,au,ぶっかけ・別口派
内藤 璃子,ないとう りこ,naitou_riko@example.com,女,32,1985/12/21,既婚,B型,静岡県,042-884-5434,080-7988-4478,ドコモ,右ルー・せき止め派
小栗 薫,おぐり かおる,oguri_kaoru@example.com,女,72,1946/3/10,既婚,A型,新潟県,084-223-6776,090-1965-8331,ソフトバンク,左ルー・ルー攻め派
杉本 涼,すぎもと りょう,sugimoto_ryou@example.com,女,43,1975/1/11,既婚,O型,愛知県,024-786-4999,080-6217-7012,ドコモ,ぶっかけ・ルー攻め派
山上 扶樹,やまがみ もとき,yamagami_motoki@example.com,男,25,1993/4/12,未婚,A型,愛知県,083-917-9006,080-1697-2764,au,右ルー・別口派
城咲 なつみ,しろさき なつみ,shirosaki_natsumi@example.com,女,42,1976/9/5,既婚,A型,広島県,060-700-4145,080-2105- 280,ソフトバンク,奥ルー・別口派
市川 美佳,いちかわ みか,ichikawa_mika@example.com,女,55,1962/11/24,既婚,A型,兵庫県,015-318-4435,090-6932-7384,ドコモ,ぶっかけ・混ぜ混ぜ派
岡田 礼子,おかだ れいこ,okada_reiko@example.com,女,70,1948/10/10,既婚,A型,石川県,069-541-9718,090-4494-7644,ドコモ,ぶっかけ・別口派
阿部 莉沙,あべ りさ,abe_risa1@example.com,女,22,1996/1/18,未婚,A型,大阪府,016-967-4341,090-5637-4310,ドコモ,ぶっかけ・ナン派
麻生 光博,あそう みつひろ,asou_mitsuhiro@example.com,男,50,1968/3/28,既婚,A型,京都府,0 1-917-9113,080-5056-8154,au,奥ルー・せき止め派
大河内 景子,おおこうち けいこ,ookouchi_keiko@example.com,女,52,1966/3/3,既婚,B型,滋賀県,096-977-9261,080-2880-4448,ドコモ,手前ルー・混ぜ混ぜ派
斉藤 洋,さいとう よう,saitou_you@example.com,男,43,1975/1/6,既婚,B型,三重県,082-327-9494,080- 768-8944,ドコモ,右ルー・ルー攻め派
堀北 由宇,ほりきた ゆう,horikita_yuu@example.com,女,23,1995/8/16,未婚,O型,神奈川県,034-968-7060,090-4818-7977,ドコモ,ぶっかけ・別口派
